"REFERENCE","ADDRESS","CATEGORY","LISTED","COUNCIL","PARISH"
"22700","SUNNYLAW ROAD 1 FORMER LODGE TO WESTERTON HOUSE, OCCUPANT--REID","C","03/08/1977","STIRLING","BRIDGE OF ALLAN"
"22701","SUNNYLAW ROAD 2","C","03/08/1977","STIRLING","BRIDGE OF ALLAN"
"22667","KENILWORTH ROAD 19, 21","C","03/08/1977","STIRLING","BRIDGE OF ALLAN"
"24692","31, 33 MAIN STREET","C","06/09/1979","STIRLING","DOUNE"
"24688","7 MAIN STREET","C","06/09/1979","STIRLING","DOUNE"
"24658","THE STATION HOUSE BALKERACH STREET","C","06/09/1979","STIRLING","DOUNE"
"24665","45, 47 BALKERACH STREET","B","05/10/1971","STIRLING","DOUNE"
"24680","4, 6 GEORGE STREET","B","05/10/1971","STIRLING","DOUNE"
"24672","CROSS HOUSE THE CROSS","B","05/10/1971","STIRLING","DOUNE"
"24675","4 (RAINBOWS END), 6 THE CROSS","C","06/09/1979","STIRLING","DOUNE"
"48942","BRAEPORT, GIGHA","C","17/10/2002","STIRLING","DUNBLANE"
"26374","KIRK STREET, COCKBURN HOUSE","B","02/04/2001","STIRLING","DUNBLANE"
"26392","114 HIGH STREET","C","28/10/1976","STIRLING","DUNBLANE"
"49533","ST NINIANS ROAD, EARLSGATE HOUSE INCLUDING BOUNDARY WALLS TO S, W AND N","B","13/11/2003","STIRLING","STIRLING"
"26370","THE CROSS, THE MANSE COACH HOUSE, GATEPIERS AND BOUNDARY WALL","C","05/10/1971","STIRLING","DUNBLANE"
"41307","GLEBE AVENUE 20, 21","C","03/02/1978","STIRLING","STIRLING"
"41351","MELVILLE TERRACE 4 TERRACES HOTEL","B","04/11/1965","STIRLING","STIRLING"
"41306","GLEBE AVENUE 18, 19","C","03/02/1978","STIRLING","STIRLING"
"41122","CAMPBELL BANNERMAN SIR HENRY, MONUMENT TO, CORN EXCHANGE ROAD","B","04/11/1965","STIRLING","STIRLING"
"41158","ABERCROMBY PLACE 13","C","03/02/1978","STIRLING","STIRLING"
"41098","SOUTH CHURCH 67 MURRAY PLACE","B","04/11/1965","STIRLING","STIRLING"
"41446","QUEEN STREET 24 (N. SIDE)","B","04/11/1965","STIRLING","STIRLING"
"26369","THE CROSS, CATHEDRAL COTTAGE AND ST CLEMENTS","B","05/10/1971","STIRLING","DUNBLANE"
"26412","THE CRESCENT,  GLENLUSS INCLUDING BOUNDARY WALL AND GATEPIERS","B","28/10/1976","STIRLING","DUNBLANE"
"41168","ALBERT PLACE 1","B","04/11/1965","STIRLING","STIRLING"
"41169","ALBERT PLACE 2","B","04/11/1965","STIRLING","STIRLING"
"41170","ALBERT PLACE 3","B","04/11/1965","STIRLING","STIRLING"
"41171","ALBERT PLACE 4","B","04/11/1965","STIRLING","STIRLING"
"41162","ABERCROMBY PLACE 6","C","03/02/1978","STIRLING","STIRLING"
"41163","ABERCROMBY PLACE 8","C","03/02/1978","STIRLING","STIRLING"
"41266","CLIFFORD ROAD 1, 2","C","03/02/1978","STIRLING","STIRLING"
"41265","CLARENDON PLACE 12","C","03/02/1978","STIRLING","STIRLING"
"41323","IRVINE PLACE 12","C","03/02/1978","STIRLING","STIRLING"
"41317","HILLFOOTS ROAD, ABBEY CRAIG PARK HOUSE, WALLS AND GATES.","B","04/11/1965","STIRLING","STIRLING"
"41182","ALBERT PLACE 15","B","04/11/1965","STIRLING","STIRLING"
"41185","ALBERT PLACE 19 AND 2 VICTORIA PLACE","B","04/11/1965","STIRLING","STIRLING"
"41102","COWANE'S HOSPITAL SUNDIAL","B","04/11/1965","STIRLING","STIRLING"
"41194","ALLAN PARK 17 (E. SIDE)","B","04/11/1965","STIRLING","STIRLING"
"41130","STIRLING NEW BRIDGE","B","04/11/1965","STIRLING","STIRLING"
"41305","GLEBE AVENUE 16, 17","C","03/02/1978","STIRLING","STIRLING"
"41254","CASTLE WYND VALLEY LODGE","B","04/11/1965","STIRLING","STIRLING"
"41229","BARNTON STREET 1, 3, 7 AND 35 FRIARS STREET","B","03/02/1978","STIRLING","STIRLING"
"41470","ST NINIANS ROAD ANNFIELD (AT REAR OF STIRLING ALBION F C GROUND)","B","04/11/1965","STIRLING","STIRLING"
"41474","SNOWDON PLACE 9 DEPARTMENT OF THE ENVIRONMENT","C","03/02/1978","STIRLING","STIRLING"
"41418","PORT STREET 25, 27","C","03/02/1978","STIRLING","STIRLING"
"41414","PITT TERRACE, 10, 11","B","03/02/1978","STIRLING","STIRLING"
"41411","PITT TERRACE, 3","B","03/02/1978","STIRLING","STIRLING"
"41292","FORTH PLACE 25, 27","B","03/02/1978","STIRLING","STIRLING"
"41326","KING STREET 13, 15","B","03/02/1978","STIRLING","STIRLING"
"41332","KING STREET 43, 45","B","03/02/1978","STIRLING","STIRLING"
"41284","ESPLANADE AND UPPER CASTLEHILL, LANDMARK VISITOR CENTRE (FORMER CASTLE HOTEL)","B","04/11/1965","STIRLING","STIRLING"
"41103","DRILLHALL PRINCES STREET (FRONT BUILDING ONLY)","B","03/02/1978","STIRLING","STIRLING"
"41118","WALLACE MONUMENT ABBEY CRAIG","A","04/11/1965","STIRLING","STIRLING"
"41121","BURNS ROBERT, MONUMENT TO, DUMBARTON ROAD","B","04/11/1965","STIRLING","STIRLING"
"41271","CLIFFORD ROAD 12, 13","C","03/02/1978","STIRLING","STIRLING"
"41520","VICTORIA SQUARE 13, 15","C","03/02/1978","STIRLING","STIRLING"
"41424","PORT STREET 16, 18, 20","B","03/02/1978","STIRLING","STIRLING"
"41346","LOWER BRIDGE STREET 1-9","C","03/02/1978","STIRLING","STIRLING"
"41342","KING STREET 42-48 (EVEN NOS)","B","04/11/1965","STIRLING","STIRLING"
"41193","ALLAN PARK 13, 15 (E. SIDE)","B","04/11/1965","STIRLING","STIRLING"
"41144","STIRLING CASTLE SUNDIAL","A","04/11/1965","STIRLING","STIRLING"
"41107","PUBLIC LIBRARY, CORN EXCHANGE ROAD","B","04/11/1965","STIRLING","STIRLING"
"41367","MURRAY PLACE 16-24","B","03/02/1978","STIRLING","STIRLING"
"41362","MELVILLE TERRACE 20","B","04/11/1965","STIRLING","STIRLING"
"41363","MURRAY PLACE 1 AND 2 KING STREET BRITISH LINEN BANK.","B","04/11/1965","STIRLING","STIRLING"
"41370","NORTH STREET, 3 FERRY ORCHARD HOUSE CAMBUSKENNETH","C","03/02/1978","STIRLING","STIRLING"
"41297","GLADSTONE PLACE 9 FORTH VALLEY HEALTH BOARD","C","03/02/1978","STIRLING","STIRLING"
"41452","QUEENS ROAD 1","C","03/02/1978","STIRLING","STIRLING"
"41491","UPPER BRIDGE STREET 15 (W SIDE) ST MARY'S RC PRESBYTERY","B","04/11/1965","STIRLING","STIRLING"
"41508","VICTORIA PLACE 17, 18","B","03/02/1978","STIRLING","STIRLING"
"19118","CAMBUSBARRON, HAYFORD HOUSE","B","05/09/1989","STIRLING","ST NINIAN'S"
"41220","28 AND 30 BAKER STREET","C","03/02/1978","STIRLING","STIRLING"
"41216","10 AND 12 BAKER STREET","C","03/02/1978","STIRLING","STIRLING"
"41209","31, 33 AND 35 BAKER STREET","C","03/02/1978","STIRLING","STIRLING"
"41105","8 AND 10 CORN EXCHANGE ROAD, MUNICIPAL BUILDINGS","B","04/11/1965","STIRLING","STIRLING"
"41115","BROAD STREET, MERCAT CROSS","B","04/11/1965","STIRLING","STIRLING"
"41207","4 POLMAISE ROAD, BATTERFLATS","B","15/09/1993","STIRLING","STIRLING"
"41088","ST JOHN STREET, EBENEZER ERSKINE MONUMENT","B","04/11/1965","STIRLING","STIRLING"
"45375","78 BAKER STREET","C","26/03/1998","STIRLING","STIRLING"
"45378","3 BOW STREET","C","26/03/1998","STIRLING","STIRLING"
"45387","21 BROAD STREET","C","26/03/1998","STIRLING","STIRLING"
"45383","10 AND 12 BOW STREET","C","26/03/1998","STIRLING","STIRLING"
"51845","BOQUHAN, TOWER FOLLY","C","18/11/2011","STIRLING","KIPPEN"
"3997","CROMLIX HOUSE, SUNDIAL AND FLANKING PAIR OF GATEPIERS (FORMERLY FIREPLACE JAMBS)","A","05/10/1971","STIRLING","DUNBLANE AND LECROPT"
"8292","GLENDOCHART, LUIB HOTEL INCLUDING STABLES","C","06/09/1979","STIRLING","KILLIN"
"8277","KILLIN, ISLAND OF INCHBUIE (INNIS BHUIDHE), CLAN MACNAB BURIAL PLACE INCLUDING SCREEN WALL AND GATEPIERS","B","05/10/1971","STIRLING","KILLIN"
"50326","KILLIN, DOCHART ROAD, WAR MEMORIAL","C","04/05/2006","STIRLING","KILLIN"
"8275","KILLIN, BRIDGE OF DOCHART OVER FALLS OF DOCHART","A","05/10/1971","STIRLING","KILLIN"
"8274","KILLIN, BREADALBANE FOLKLORE CENTRE, FORMER ST FILLAN'S MILL","B","05/10/1971","STIRLING","KILLIN"
"50329","KILLIN, LARACHBEAG, STATION HOUSE AND TARMACHAN TEASHOP","C","04/05/2006","STIRLING","KILLIN"
"50328","KILLIN, KINNELL HOUSE, ICE HOUSE","C","04/05/2006","STIRLING","KILLIN"
"50322","DALRIGH, DROCHAID BHAN, BRIDGE OVER RIVER FILLAN","B","04/05/2006","STIRLING","KILLIN"
"50323","INVERARNAN, GLEN FALLOCH FARM, CAMPBELL BURIAL ENCLOSURE","C","04/05/2006","STIRLING","KILLIN"
"6715","CRIANLARICH, LOCHDOCHART, LOCHDOCHART HOUSE, BRIDGE TO EAST OVER RIVER DOCHART","B","05/10/1971","STIRLING","KILLIN"
"50338","BALQUHIDDER, FORMER SCHOOL AND SCHOOLHOUSE INCLUDING BOUNDARY WALLS","C","04/05/2006","STIRLING","BALQUHIDDER"
"4134","GLEN OGLE, BRIDGE ON A85 OVER OGLE BURN NEAR GLEN OGLE FARM","C","06/09/1979","STIRLING","BALQUHIDDER"
"4135","GLEN OGLE, BRIDGE ON A85 GLEN OGLE, BRIDGE OVER OGLE BURN ON FORMER MILITARY ROAD 1KM NORTH OF GLENOGLE FARM","C","06/09/1979","STIRLING","BALQUHIDDER"
"50342","KINGSHOUSE, SIGNPOST","C","04/05/2006","STIRLING","BALQUHIDDER"
"4088","BUCHANAN, HIGH MAINS, INCLUDING GARDEN WALLS","B","05/09/1973","STIRLING","BUCHANAN"
"50456","BUCHANAN CASTLE ESTATE, BRIDGE (2) OVER MILL BURN, NS 46567/88438","C","04/05/2006","STIRLING","BUCHANAN"
"4079","MILTON OF BUCHANAN, MILTON FARM, BELLTREE HOUSE AND THE STABLES","B","05/09/1973","STIRLING","BUCHANAN"
"4081","MILTON OF BUCHANAN, THE OLD SCHOOLHOUSE","B","05/09/1973","STIRLING","BUCHANAN"
"4061","INVERTROSSACHS HOUSE INCLUDING GARDEN SHELTER AND SMALL ENCLOSED GARDEN, TENNIS PAVILION AND KENNELS","C","05/10/1971","STIRLING","CALLANDER"
"3981","LENY HOUSE SUNDIAL","B","05/10/1971","STIRLING","CALLANDER"
"4064","BRIG O'TURK TROSSACHS PARISH CHURCH INCLUDING GRAVEYARD, BOUNDARY WALLS, GATEPIERS AND RAILINGS","C","05/10/1971","STIRLING","CALLANDER"
"8270","KILLIN, MAIN STREET, ASHLEA AND UPPER ASHLEA INCLUDING ANCILLARY BUILDING AND BOUNDARY WALLS","C","05/10/1971","STIRLING","KILLIN"
"8281","KILLIN, RAILWAY VIADUCT OVER RIVER DOCHART","A","06/09/1979","STIRLING","KILLIN"
"22889","16, 18 AND 20 ANCASTER SQUARE INCLUDING OUTBUILDING TO 20","C","06/09/1979","STIRLING","CALLANDER"
"50377","11 BRIDGEND, ROBERTSON HOUSE (FORMERLY FLOWERGROVE) INCLUDING GATE, GATEPIER AND BOUNDARY WALLS TO NW, SW","C","04/05/2006","STIRLING","CALLANDER"
"22888","9 ANCASTER SQUARE (FORMERLY 5, 7 AND 9)","C","06/09/1979","STIRLING","CALLANDER"
"50365","10 ANCASTER SQUARE (FORMERLY LESSER ST. KESSOG'S CHURCH HALL)","C","04/05/2006","STIRLING","CALLANDER"
"50383","LENY FEUS, CALLANDER LODGE INCLUDING ROBERTSON HOUSE, LODGE AND STABLE, BOUNDARY WALLS, GATEPIERS AND GARDEN FEATURES","B","04/05/2006","STIRLING","CALLANDER"
"50393","SOUTH CHURCH STREET, CALLANDER KIRK HALL (FORMER FREE CHURCH SCHOOL) INCLUDING LOW BOUNDARY WALL AND PIERS","C","04/05/2006","STIRLING","CALLANDER"
"47554","LOCHEARNHEAD, BRIDGE ON A65 OVER OGLE BURN","C","10/07/2004","STIRLING","COMRIE"
"50409","GARTMORE, MAIN STREET, CULBOWIE COTTAGE INCLUDING BOUNDARY WALL, GATEPIERS AND GATE TO NW","C","04/05/2006","STIRLING","PORT OF MENTEITH"
"15053","LOCHEND","B","06/09/1979","STIRLING","PORT OF MENTEITH"
"50301","MILEPOST AT NN41967/06185","C","04/05/2006","STIRLING","ABERFOYLE"
"50302","MILEPOST AT NN44618/02702","C","04/05/2006","STIRLING","ABERFOYLE"
"50304","MILEPOST AT NN49049/01624","C","04/05/2006","STIRLING","ABERFOYLE"
"50288","ABERFOYLE, CREAG MHOR","C","04/05/2006","STIRLING","ABERFOYLE"
"50294","LOCH ARD, CREAG-ARD HOUSE (FORMERLY KNOWN AS CRAIGARD), INCLUDING WALLS, GATES AND DOVECOT","C","04/05/2006","STIRLING","ABERFOYLE"
"4211","GARTMORE STATION, COBLELAND BRIDGE OVER RIVER FORTH","B","05/10/1971","STIRLING","ABERFOYLE"
"4149","LOCH KATRINE, ROYAL COTTAGE, INCLUDING OUTBUILDINGS, JETTY AND BOATHOUSE","C","05/10/1971","STIRLING","ABERFOYLE"
"50208","KINGS PARK, DRINKING FOUNTAIN","B","03/02/2006","STIRLING","STIRLING"
"49017","STATION ROAD, WALLED GARDEN TO NORTH OF 1-4 THE OLD MANSE","C","30/10/2002","STIRLING","BALFRON"
"4202","EDINBELLIE, FORMER UNITED PRESBYTERIAN CHURCH (BARN)","B","05/09/1973","STIRLING","BALFRON"
"49012","BALLINDALLOCH, WALLED GARDEN TO WEST OF BALLINDALLOCH","C","30/10/2002","STIRLING","BALFRON"
"45856","BALFRON, DUNMORE STREET, MANSEFIELD","B","13/01/1999","STIRLING","BALFRON"
"3903","PARK OF DRUMQUHASSLE, SUNDIAL TO SOUTH EAST OF HOUSE","B","05/09/1973","STIRLING","DRYMEN"
"48267","KILLEARN, DRUMBEG LOAN, DRUMWHIRN","C","31/10/2001","STIRLING","KILLEARN"
"47650","DEANSTON MILLS, WEIR","A","31/01/1992","STIRLING","KILMADOCK"
"13721","BLAIRLOGIE PARK","C","28/10/1976","STIRLING","LOGIE"
"175","MORTUARY CHAPEL OF CAMPBELLS OF ABERUCHILL AND KILBRIDE AND SURROUNDING GRAVEYARD NEAR TORRANCE","C","06/09/1979","STIRLING","DUNBLANE AND LECROPT"
"3931","OLD KIPPENROSS","B","05/10/1971","STIRLING","DUNBLANE AND LECROPT"
"3932","KIPPENROSS BRIDGE OVER ALLAN WATER","C","06/09/1979","STIRLING","DUNBLANE AND LECROPT"
"3934","RAILWAY VIADUCT AT OLD MILL OF KEIR, S. OF KIPPENROSS HOUSE TUNNELMOUTH TO N.","C","05/10/1971","STIRLING","DUNBLANE AND LECROPT"
"3942","KEIR HOUSE, BATHING HOUSE","B","05/10/1971","STIRLING","DUNBLANE AND LECROPT"
"3971","KEIR, GARDEN SEAT OVER S. TUNNELMOUTH","C","05/10/1971","STIRLING","DUNBLANE AND LECROPT"
"3993","NORTH LODGE, GLASSINGAL","B","05/10/1971","STIRLING","DUNBLANE AND LECROPT"
"3988","INFIRMARY, DUNBLANE","C","06/09/1979","STIRLING","DUNBLANE AND LECROPT"
"3992","GARDEN HOUSE, GLASSINGAL","B","05/10/1971","STIRLING","DUNBLANE AND LECROPT"
"8138","NORRIESTON CHURCH THORNHILL","B","06/09/1979","STIRLING","KINCARDINE-IN-MENTEITH"
"8141","WEST MOSS-SIDE FARMHOUSE","B","05/10/1971","STIRLING","KINCARDINE-IN-MENTEITH"
"8144","BLAIR DRUMMOND HOUSE MILL OF TORR, RUINS OF MILL","C","06/09/1979","STIRLING","KINCARDINE-IN-MENTEITH"
"8133","BLAIRHILL, MAIN STREET, THORNHILL","B","05/10/1971","STIRLING","KINCARDINE-IN-MENTEITH"
"8136","37, 39 MAIN STREET THORNHILL","C","06/09/1979","STIRLING","KINCARDINE-IN-MENTEITH"
"3973","KEIR, AVENUE BRIDGE OVER HOME FARM DRIVE","B","05/10/1971","STIRLING","DUNBLANE AND LECROPT"
"8411","KINCARDINE MANSE (NOW CAPTAIN SHERRIFF).","B","05/10/1971","STIRLING","KINCARDINE-IN-MENTEITH"
"8420","BLAIR DRUMMOND HOUSE WEST LODGE","C","06/09/1979","STIRLING","KINCARDINE-IN-MENTEITH"
"8230","DEANSTON MILL, OLD SPINNING MILL","A","05/10/1971","STIRLING","KILMADOCK"
"8233","DEANSTON MILL - DEANSTON COTTAGES 8-11","C","06/09/1979","STIRLING","KILMADOCK"
"8247","LANRICK NORTH LODGE","C","06/09/1979","STIRLING","KILMADOCK"
"10393","DOVECOT, PARK HALL","C","06/09/1979","STIRLING","KILLEARN"
"10396","CARSTON","C","06/09/1979","STIRLING","KILLEARN"
"10406","KIRKLEA COTTAGE","B","05/09/1973","STIRLING","LOGIE"
"8221","DOUNE LODGE, LODGE","B","05/10/1971","STIRLING","KILMADOCK"
"8227","OLD NEWTON HOUSE, DOUNE","A","05/10/1971","STIRLING","KILMADOCK"
"8147","MEIKLEWOOD BRIDGE OVER RIVER FORTH","C","06/09/1979","STIRLING","KINCARDINE-IN-MENTEITH"
"8214","KILMADOCK, COTTAGES","B","05/10/1971","STIRLING","KILMADOCK"
"8220","DOUNE STABLE BLOCK","A","05/10/1971","STIRLING","KILMADOCK"
"8181","KIPPEN, FORMER SIGNAL BOX","C","14/05/1987","STIRLING","KIPPEN"
"10456","CRAIGMILL WELL","C","28/10/1976","STIRLING","LOGIE"
"10460","SUNDIAL, POWIS HOUSE","B","28/10/1976","STIRLING","LOGIE"
"10428","STIRLING UNIVERSITY CAMPUS, EAST LODGE, INCLUDING GATEPIERS AND BOUNDARY WALLS","B","28/10/1976","STIRLING","LOGIE"
"10412","STIRLING UNIVERSITY CAMPUS, AIRTHREY CASTLE","B","05/09/1973","STIRLING","LOGIE"
"10407","U.F. MANSE","B","28/10/1976","STIRLING","LOGIE"
"10443","BURNTON OF BOQUHAN","B","05/10/1971","STIRLING","GARGUNNOCK"
"8169","HELENSFIELD, FORE STREET","B","06/09/1979","STIRLING","KIPPEN"
"8410","KINCARDINE GRAVEYARD","B","05/10/1971","STIRLING","KINCARDINE-IN-MENTEITH"
"8260","WESTER TORRIE, STEADING","C","06/09/1979","STIRLING","KILMADOCK"
"8179","CROSS KEYS HOTEL MAIN STREET (NORTH SIDE)","C","06/09/1979","STIRLING","KIPPEN"
"8231","DEANSTON MILL, OLD WEAVING SHED.","A","05/10/1971","STIRLING","KILMADOCK"
"48980","DRYMEN, 27 MAIN STREET","C","30/10/2002","STIRLING","DRYMEN"
"48979","BALMAHA ROAD, BRIDGE OVER MILL BURN","C","30/10/2002","STIRLING","DRYMEN"
"15080","CARDROSS HOUSE - WALLED GARDEN","C","06/09/1979","STIRLING","PORT OF MENTEITH"
"15318","BALLEWAN HOUSE","B","05/09/1973","STIRLING","STRATHBLANE"
"15056","GARTUR FARMHOUSE AND STEADING","C","06/09/1979","STIRLING","PORT OF MENTEITH"
"15054","REDNOCK HOUSE","B","05/10/1971","STIRLING","PORT OF MENTEITH"
"15292","OLD BRIDGE, BANNOCKBURN","B","06/09/1979","STIRLING","ST NINIAN'S"
"15288","LOCHEND FARM","C","08/09/1982","STIRLING","ST NINIAN'S"
"15283","STEWARTHALL STABLEYARD","C","06/09/1979","STIRLING","ST NINIAN'S"
"15273","NOS 9, 11, 13 AND 15 THE BRAE, BANNOCKBURN","B","05/09/1973","STIRLING","ST NINIAN'S"
"15274","NO 19 THE BRAE, BANNOCKBURN","B","05/09/1973","STIRLING","ST NINIAN'S"
"15278","DOVECOT, BANNOCKBURN HOUSE","B","05/09/1973","STIRLING","ST NINIAN'S"
"15303","AUCHENBOWIE HOUSE","A","05/09/1973","STIRLING","ST NINIAN'S"
"48952","27 AND 29 HIGH STREET INCLUDING VAULTED BASEMENT","C","17/10/2002","STIRLING","DUNBLANE"
"26396","49 HIGH STREET INCLUDING BOUNDARY WALL","C","28/10/1976","STIRLING","DUNBLANE"
"24682","ST MADOC'S EPISCOPAL CHURCH GEORGE STREET","B","05/10/1971","STIRLING","DOUNE"
"22594","ALLANVALE ROAD 31, 33 AND 16 UNION STREET","C","03/08/1977","STIRLING","BRIDGE OF ALLAN"
"22623","FOUNTAIN ROAD 21 MANSE","B","03/08/1977","STIRLING","BRIDGE OF ALLAN"
"48958","50-56 (EVEN NOS) HIGH STREET","C","17/10/2002","STIRLING","DUNBLANE"
"22648","HENDERSON STREET 106, AND 2 MELVILLE PLACE","C","03/08/1977","STIRLING","BRIDGE OF ALLAN"
"24716","1 MORAY STREET","C","06/09/1979","STIRLING","DOUNE"
"22597","CHALTON ROAD 3, 5, 7","C","03/08/1977","STIRLING","BRIDGE OF ALLAN"
"22654","HENDERSON STREET 134, 136","C","03/08/1977","STIRLING","BRIDGE OF ALLAN"
"22710","MORVEN COTTAGE (FORMERLY LODGE TO WESTERTON HOUSE) ALEXANDER DRIVE","B","09/01/1981","STIRLING","BRIDGE OF ALLAN"
"22688","KENILWORTH ROAD 22","C","03/08/1977","STIRLING","BRIDGE OF ALLAN"
"22690","KENILWORTH ROAD 26, 28 CONEYHILL HOUSE INCLUDING LODGE AND GATEPIERS","C","03/08/1977","STIRLING","BRIDGE OF ALLAN"
"22680","KENILWORTH ROAD 2 VIEWFORTH","C","03/08/1977","STIRLING","BRIDGE OF ALLAN"
"22681","KENILWORTH ROAD 8 KINNOUL","C","03/08/1977","STIRLING","BRIDGE OF ALLAN"
"22633","HENDERSON STREET 111 MANSEFIELD","B","03/08/1977","STIRLING","BRIDGE OF ALLAN"
"22668","KENILWORTH ROAD 23 AND 14 ABERCROMBY DRIVE","C","03/08/1977","STIRLING","BRIDGE OF ALLAN"
"22708","WELL ROAD 10, 12","C","03/08/1977","STIRLING","BRIDGE OF ALLAN"
"24653","BYRE HILL (FORMER MANSE) ARDOCHBANK","B","06/09/1979","STIRLING","DOUNE"
"24697","KILMADOCK PARISH CHURCH, MAIN STREET","B","05/10/1971","STIRLING","DOUNE"
"24689","13, 15 MAIN STREET","C","06/09/1979","STIRLING","DOUNE"
"24657","THE RED LION BALKERACH STREET","C","06/09/1979","STIRLING","DOUNE"
"24663","41 BALKERACH STREET","B","05/10/1971","STIRLING","DOUNE"
"24664","43 BALKERACH STREET GOSPEL HALL","C","05/10/1971","STIRLING","DOUNE"
"24674","J M MACKENZIE, THE CROSS","C","06/09/1979","STIRLING","DOUNE"
"22621","CLAREMONT DRIVE 7 DRUMPARK HOUSE","B","03/08/1977","STIRLING","BRIDGE OF ALLAN"
"24681","8 GEORGE STREET","C","06/09/1979","STIRLING","DOUNE"
"26410","GLEN ROAD, TOMDORAN","C","28/10/1976","STIRLING","DUNBLANE"
"41396","PARK TERRACE, 6, 7","B","03/02/1978","STIRLING","STIRLING"
"41352","MELVILLE TERRACE 5","B","04/11/1965","STIRLING","STIRLING"
"41157","ABERCROMBY PLACE 11","C","03/02/1978","STIRLING","STIRLING"
"41159","ABERCROMBY PLACE 15","C","03/02/1978","STIRLING","STIRLING"
"41106","POST OFFICE 84 MURRAY PLACE","B","03/02/1978","STIRLING","STIRLING"
"41101","47, 49 ST JOHN STREET, COWANE'S HOSPITAL (GUILDHALL) INCLUDING LAMPSTANDS, TERRACES AND BOUNDARY WALL","A","04/11/1965","STIRLING","STIRLING"
"41390","PARK PLACE 37","C","03/02/1978","STIRLING","STIRLING"
"41378","PARK AVENUE 5 AND 9 GLEBE CRESCENT","C","03/02/1978","STIRLING","STIRLING"
"41177","ALBERT PLACE 10 AND 1 CLARENDON PLACE","B","04/11/1965","STIRLING","STIRLING"
"41262","CLARENDON PLACE 17","B","03/02/1978","STIRLING","STIRLING"
"41321","IRVINE PLACE 6, 8","B","03/02/1978","STIRLING","STIRLING"
"41140","STIRLING CASTLE CHAPEL ROYAL (1594)","A","04/11/1965","STIRLING","STIRLING"
"41318","IRVINE PLACE 13, 15","B","04/11/1965","STIRLING","STIRLING"
"41183","ALBERT PLACE 16, 17","B","04/11/1965","STIRLING","STIRLING"
"41141","STIRLING CASTLE THE MINT (14TH CENTURY)","A","04/11/1965","STIRLING","STIRLING"
"41258","CLARENDON PLACE 5 AND 18 ABERCROMBY PLACE","B","03/02/1978","STIRLING","STIRLING"
"41129","STIRLING, OLD BRIDGE","A","04/11/1965","STIRLING","STIRLING"
"41255","CASTLE WYND ARGYLL LODGING (INCLUDING GARDEN WALL.) NOW YOUTH HOSTEL.","A","04/11/1965","STIRLING","STIRLING"
"41509","VICTORIA PLACE 19, 20","B","03/02/1978","STIRLING","STIRLING"
"41412","PITT TERRACE, 5, 6, 7","C","03/02/1978","STIRLING","STIRLING"
"41417","ENDRICK LODGE, LODGE AND GATES","B","03/02/1978","STIRLING","STIRLING"
"41228","BARN ROAD 30","C","03/02/1978","STIRLING","STIRLING"
"41333","KING STREET 47, 49, 51","B","03/02/1978","STIRLING","STIRLING"
"41328","KING STREET 21, 23, 25 ROYAL BANK OF SCOTLAND","B","03/02/1978","STIRLING","STIRLING"
"41282","36, 38 ALBERT PLACE","C","03/02/1978","STIRLING","STIRLING"
"41094","ST MARY'S PARISH HALL, IRVINE PLACE AND 17 IRVINE PLACE (FORMERLY TRINITY RC CHAPEL)","C","03/02/1978","STIRLING","STIRLING"
"41277","DRUMMOND PLACE 8, 10","C","03/02/1978","STIRLING","STIRLING"
"41278","DRUMMOND PLACE 12, 14","C","03/02/1978","STIRLING","STIRLING"
"41119","WAR MEMORIAL CORN EXCHANGE ROAD","B","04/11/1965","STIRLING","STIRLING"
"41442","QUEEN STREET 6, 8 (N. SIDE)","B","04/11/1965","STIRLING","STIRLING"
"41439","QUEEN STREET 23-29 (S. SIDE) (ODD NOS)","B","04/11/1965","STIRLING","STIRLING"
"41273","COWANE STREET 13-23","C","03/02/1978","STIRLING","STIRLING"
"41272","CLIFFORD ROAD GATEPIERS","C","03/02/1978","STIRLING","STIRLING"
"41519","VICTORIA SQUARE 11 AND 11 VICTORIA PLACE","C","03/02/1978","STIRLING","STIRLING"
"41493","UPPER BRIDGE STREET 28 (E SIDE)","C","03/02/1978","STIRLING","STIRLING"
"41496","UPPER BRIDGE STREET 36-40 (E SIDE)","C","03/02/1978","STIRLING","STIRLING"
"41296","GLADSTONE PLACE 5, 7","C","03/02/1978","STIRLING","STIRLING"
"41145","STIRLING CASTLE REGIMENTAL HEADQUARTERS","A","04/11/1965","STIRLING","STIRLING"
"41148","BEECHWOOD NEWHOUSE ROAD","B","04/11/1965","STIRLING","STIRLING"
"41356","MELVILLE TERRACE 10","B","04/11/1965","STIRLING","STIRLING"
"41371","NORTH STREET, 27 TIGH BEAG CAMBUSKENNETH","C","03/02/1978","STIRLING","STIRLING"
"41299","GLADSTONE PLACE 13, 15","C","03/02/1978","STIRLING","STIRLING"
"43906","CATTER HOUSE, WALLED GARDEN","C","24/01/1997","STIRLING","KILMARONOCK"
"41110","35, 37 BROAD STREET, JAIL WYND AND 32 ST JOHN STREET, TOLBOOTH","A","04/11/1965","STIRLING","STIRLING"
"41215","8 BAKER STREET","C","03/02/1978","STIRLING","STIRLING"
"41241","20 BOW STREET","C","04/11/1965","STIRLING","STIRLING"
"41235","52-56 (EVEN NOS) BARNTON STREET","C","16/01/1996","STIRLING","STIRLING"
